,latitude,longitude,site_latitude,site_longitude,eventName,stateName,countyName,hwm_id,hwm_locationdescription,elev_ft,height_above_gnd,hwm_environment,zip,height_above_gnd_decile_by_eventName,height_above_gnd_scaled_by_eventName,elev_ft_decile_by_eventName,height_above_gnd_decile_by_zip,height_above_gnd_mean_by_zip
2822,29.6310769,-81.2045093,29.6310769,-81.2045093,Matthew October 2016,FL,Flagler County,16805,Seed line on second column south of Oceanside Dr next to chain link fence.,7.526,1.38,Coastal,32137.0,5,-0.2927596234832197,4.0,5,1.2762499999999999
2823,29.650617800000006,-81.2065705,29.650617800000006,-81.2065705,Matthew October 2016,FL,Flagler County,16806,seed line in Northwest corner of ground level garage at first condo past guard house near main entrance of Matanzas Shores.,8.546,1.75,Coastal,32137.0,6,-0.12474351507779038,5.0,8,1.2762499999999999
2824,29.6304005,-81.20931479999999,29.6304005,-81.20931479999999,Matthew October 2016,FL,Flagler County,16808,Debris line in front of Owen D Young home.,6.595,0.0,Coastal,32137.0,0,-0.9194142980764425,2.0,0,1.2762499999999999
2825,32.952296999999994,-79.646579,32.952296999999994,-79.646579,Matthew October 2016,SC,Charleston County,16811,"Ground stake and survey tape on a debris line 6 ft from the SW corner of a recreational screened in picnic area.  It is a private boat landing, but gate was open when we first established HWM.",6.5,0.0,Coastal,29429.0,0,-0.9194142980764425,2.0,0,0.9966666666666667
2826,29.658003000000004,-81.20836690000002,29.658003000000004,-81.20836690000002,Matthew October 2016,FL,Flagler County,16812,Seed line inside shed next to house.,10.605,1.28,Coastal,32137.0,5,-0.3381693825117141,6.0,4,1.2762499999999999
2827,34.566503000000004,-77.393909,34.566503000000004,-77.393909,Matthew October 2016,NC,Onslow County,16813,"HWM/debris line is located on the seawall nearest to the 11th support beam from the dock. The HWM is designated with a red flag in the grass near the 11th beam, orange flagging, a nail, and HWM tag.",2.1,1.37,Coastal,28460.0,5,-0.29730059938606906,0.0,5,0.309375
2828,35.893044,-75.64457,35.893044,-75.64457,Matthew October 2016,NC,Dare County,16814,"Good seed line on north east side of white bride going into Pirates Cove community. Pirates Way, Just off highway 64.",4.2,0.5,Coastal,27954.0,2,-0.6923655029339705,0.0,1,0.6
2829,29.669209,-81.2140837,29.669209,-81.2140837,Matthew October 2016,FL,Flagler County,16815,seed line inside garage of building on SW wall by entrance,7.2639999999999985,1.11,Coastal,32137.0,4,-0.41536597286015453,3.0,2,1.2762499999999999
2830,34.67114612,-77.00665029,34.67114612,-77.00665029,Matthew October 2016,NC,Carteret County,16816,"Emerald Isle Public Boat Ramp off Canal Drive, north side of pier (sound side) ~17 posts down from walkway leading from parking lot.",2.8,2.11,Coastal,28594.0,6,0.03873161742478942,0.0,9,0.7628571428571428
2831,29.677892,-81.21943509999998,29.677892,-81.21943509999998,Matthew October 2016,FL,St. Johns County,16820,"Debris line right near entrance to bridge, next to power line and telephone pole.",6.589,0.0,Coastal,32080.0,0,-0.9194142980764425,2.0,0,1.4254285714285717
2832,33.59414,-78.98275,33.59414,-78.98275,Matthew October 2016,SC,Horry County,16821,HWM on north facing wall near junction box at 1515 Ocean Blvd South. Sand line.,9.5,0.46,Coastal,29575.0,2,-0.7105294065453682,5.0,2,0.6728571428571428
2833,29.681691600000004,-81.2216207,29.681691600000004,-81.2216207,Matthew October 2016,FL,St. Johns County,16823,debris line at North end of bridge on A1A in front of power pole next to buried fiber optic marker.,8.53,0.0,Coastal,32080.0,0,-0.9194142980764425,5.0,0,1.4254285714285717
2834,29.7627239,-81.2527937,29.7627239,-81.2527937,Matthew October 2016,FL,St. Johns County,16824,Seed line on wall of dumpster area.,7.465,3.87,Coastal,32080.0,8,0.8379433763262911,3.0,9,1.4254285714285717
2835,32.961742,-79.64135999999998,32.961742,-79.64135999999998,Matthew October 2016,SC,Charleston County,16826,Debris line marked by a stake approx 120 ft from the back of the residence home.,7.0,0.0,Coastal,29429.0,0,-0.9194142980764425,3.0,0,0.9966666666666667
2836,33.59819,-78.97908000000002,33.59819,-78.97908000000002,Matthew October 2016,SC,Horry County,16830,917 Ocean Blvd condo parking area; 3rd column piling from South outer wall and 4th row towards ocean,9.4,0.77,Coastal,29575.0,3,-0.5697591535570355,5.0,5,0.6728571428571428
2837,34.67308432,-76.99564548,34.67308432,-76.99564548,Matthew October 2016,NC,Carteret County,16831,"Nail in porch post of house at 5810 Landing Court on the west side of house. (please remove nail from post when surveyed, landowner insisted.)",3.8,0.3,Coastal,28594.0,1,-0.7831850209909592,0.0,3,0.7628571428571428
2838,33.60161,-78.97542,33.60161,-78.97542,Matthew October 2016,SC,Horry County,16833,Surfside pier parking lot dividing fence south of parking lot near beach access,8.2,1.52,Coastal,29575.0,5,-0.2291859608433275,5.0,8,0.6728571428571428
2839,33.79816,-78.71972,33.79816,-78.71972,Matthew October 2016,SC,Horry County,16834,TOP THIRD RAIL OF NORTH GAURD RAIL OF SOUTHERN BOARDWALK TO BEACH. BEHIND THE RESORT. MARK IS ON INSIDE OF BOARDWALK.(FACING SOUTH,10.2,1.26,Coastal,29582.0,5,-0.34725133431741295,6.0,6,1.0013333333333334
2840,34.568069,-77.3857,34.568069,-77.3857,Matthew October 2016,NC,Onslow County,16836,"HWM/debris line was found on seawall and level line to support beam. The HWM is marked with a nail, HWM tag, and orange flagging.",1.9,0.47,Coastal,28460.0,2,-0.7059884306425188,0.0,3,0.309375
2841,33.60533,-78.97194,33.60533,-78.97194,Matthew October 2016,SC,Horry County,16838,Parking lot pay kiosk in lot of Surfside Beach pier,8.6,1.47,Coastal,29575.0,5,-0.25189084035757475,5.0,8,0.6728571428571428
2842,34.67415119,-76.98737065,34.67415119,-76.98737065,Matthew October 2016,NC,Carteret County,16839,"Located on 'stilt' post of house at 5414 Sunset Lane, Emerald Isle, NC. Nail located on South side of house.",2.1,0.24,Coastal,28594.0,1,-0.8104308764080559,0.0,3,0.7628571428571428
2844,33.61375,-78.96461,33.61375,-78.96461,Matthew October 2016,SC,Horry County,16844,Seed line at 1026 N. Ocean Blvd parking post on South side of building near stairs,7.9,0.69,Coastal,29575.0,3,-0.6060869607798312,4.0,3,0.6728571428571428
2845,32.981118,-79.624425,32.981118,-79.624425,Matthew October 2016,SC,Charleston County,16845,Storage shed seed line under the shed on concrete block.  Seed line on the front right block.  Seed line is marked with red sharpie and a stake with flagging near area to help find.,6.2,0.94,Coastal,29429.0,4,-0.4925625632085951,1.0,3,0.9966666666666667
2846,32.323087,-80.453937,32.323087,-80.453937,Matthew October 2016,SC,Beaufort County,16847,in garage at Village at New Haven at concrete column no. 601,,0.81,Coastal,29920.0,3,-0.5515952499456378,,5,0.5553333333333333
2847,33.63897,-78.947,33.63897,-78.947,Matthew October 2016,SC,Horry County,16848,South facing skirting on unit #1408 East of swash parallel to Pirate Land Trail,7.9,1.31,Coastal,29575.0,5,-0.32454645480316574,4.0,7,0.6728571428571428
2848,35.8864,-75.5857,35.8864,-75.5857,Matthew October 2016,NC,Dare County,16850,"Debris line marked by stake and pink flagging on North bank of drainage ditch at 8734 South Old Oregon Inlet rd, near backside of house. The HWM here should correspond to the elevation of the sound at the peak. Based on satellite maps we assume that the ditch is connected to the sound.",2.4,0.0,Coastal,27959.0,0,-0.9194142980764425,0.0,0,0.5318181818181817
2849,34.563229,-77.38107600000002,34.563229,-77.38107600000002,Matthew October 2016,NC,Onslow County,16851,"The HWM/debris line is on the inside of the seawall on the N/NE facing side of the smaller blue brick building behind the Riverview Cafe. The HWM is designated with a flag, HWM tag, and nail.",1.8,0.36,Coastal,28460.0,2,-0.7559391655738626,0.0,3,0.309375
2850,33.92306,-78.40916999999997,33.92306,-78.40916999999997,Matthew October 2016,NC,Brunswick County,16853,"nail in outer face, deck floor joist, east side of deck overlooking sauce pan creek, NE of Hwy 179 bridge.",7.1,3.1,Coastal,28470.0,7,0.48828823180688413,3.0,9,1.5066666666666666
2851,33.64325,-78.93753000000002,33.64325,-78.93753000000002,Matthew October 2016,SC,Horry County,16854,HWM on rear of residence between garage doors at 99 Dogwood Drive,7.6,0.51,Coastal,29575.0,2,-0.6878245270311211,4.0,2,0.6728571428571428
2852,34.560609,-77.372281,34.560609,-77.372281,Matthew October 2016,NC,Onslow County,16855,"HWM/ debris line is 3 ft E of the gazebo and 30 ft from the house. HWM is designated with spray paint, a stake, and a red flag.",3.4,0.0,Coastal,28460.0,0,-0.9194142980764425,0.0,0,0.309375
2853,33.004803,-79.599025,33.004803,-79.599025,Matthew October 2016,SC,Charleston County,16856,Storage shed at beginning of walkway of pier.  Inside 1st door.,7.1,2.58,Coastal,29429.0,7,0.2521574848587132,3.0,7,0.9966666666666667
2854,33.004796,-79.598599,33.004796,-79.598599,Matthew October 2016,SC,Charleston County,16857,The pier has a covered picnic area.  The seed line is inside the door under the sink.,,0.88,Coastal,29429.0,3,-0.5198084186256917,,1,0.9966666666666667
2855,35.8848,-75.5889,35.8848,-75.5889,Matthew October 2016,NC,Dare County,16858,"Sharpie mark on east side of culvert under rt 12 near ""Welcome to Outer Banks"" sign",2.4,-0.5,Coastal,27959.0,0,-1.1464630932189146,0.0,0,0.5318181818181817
2856,33.831622,-78.64418420000001,33.831622,-78.64418420000001,Matthew October 2016,SC,Horry County,16859,HWM is seedline at corner of brick wall right of cleaners and immediately left of beverage store at 412 Sea Mountain Hwy marked with black sharpie,7.2,0.82,Coastal,29582.0,3,-0.5470542740427884,3.0,4,1.0013333333333334
2857,32.81235,-79.72078,32.81235,-79.72078,Matthew October 2016,SC,Charleston County,16860,,7.8,0.24,Riverine,29451.0,1,-0.8104308764080559,4.0,1,0.4655555555555556
2858,32.81322,-79.72039000000002,32.81322,-79.72039000000002,Matthew October 2016,SC,Charleston County,16861,,6.5,0.28,Coastal,29451.0,1,-0.7922669727966581,2.0,3,0.4655555555555556
2859,32.805609999999994,-79.76093,32.805609999999994,-79.76093,Matthew October 2016,SC,Charleston County,16862,,4.6,1.81,Coastal,29451.0,6,-0.09749765966069372,0.0,8,0.4655555555555556
2860,32.79615,-79.78009,32.79615,-79.78009,Matthew October 2016,SC,Charleston County,16863,,4.7,-4.1,Riverine,29451.0,0,-2.781214418244713,0.0,0,0.4655555555555556
2861,33.837571000000004,-78.6427029,33.837571000000004,-78.6427029,Matthew October 2016,SC,Horry County,16864,HWM is seedline outside garage in front of residence marked with black sharpie,7.9,1.68,Coastal,29582.0,5,-0.1565303463977365,4.0,7,1.0013333333333334
2862,32.79857,-79.74988,32.79857,-79.74988,Matthew October 2016,SC,Charleston County,16865,,7.9,0.26,Coastal,29451.0,1,-0.8013489246023571,4.0,2,0.4655555555555556
2863,32.81067,-79.73749000000002,32.81067,-79.73759,Matthew October 2016,SC,Charleston County,16866,"Seed Line along first bridge from walking path, @ 45 Sea Grass, Isle of Palms, SC",5.9,1.65,Coastal,29451.0,5,-0.17015327410628484,1.0,7,0.4655555555555556
2864,32.666129999999995,-79.91438000000002,32.666129999999995,-79.91438000000002,Matthew October 2016,SC,Charleston County,16867,,9.7,0.0,Coastal,29439.0,0,-0.9194142980764425,6.0,0,0.34750000000000003
2865,32.78565,-79.78556,32.78572,-79.78551,Matthew October 2016,SC,Charleston County,16868,,8.6,0.65,Coastal,29451.0,3,-0.6242508643912289,5.0,4,0.4655555555555556
2866,32.78322,-79.79811600000002,32.78322,-79.79811600000002,Matthew October 2016,SC,Charleston County,16869,"Nail with survey tape, mounted into the North side of a 4x4 dock post,, across from 614 Palm Blvd.",3.6,1.01,Coastal,29451.0,4,-0.460775731888649,0.0,6,0.4655555555555556
2867,32.77162,-79.81486,32.77162,-79.81486,Matthew October 2016,SC,Charleston County,16870,,8.4,0.34,Coastal,29482.0,2,-0.7650211173795615,5.0,1,0.895
2868,32.75841,-79.85895,32.75841,-79.85895,Matthew October 2016,SC,Charleston County,16871,,5.6,2.2,Riverine,29482.0,6,0.07960040055043453,1.0,5,0.895
2869,32.76485,-79.86261,32.76485,-79.86261,Matthew October 2016,SC,Charleston County,16872,,5.7,2.3,Coastal,29482.0,6,0.12501015957892878,1.0,7,0.895
2870,32.75652,-79.84208000000002,32.75652,-79.84208000000002,Matthew October 2016,SC,Charleston County,16873,"a nail, with survey tape, approx 50ft from end of boardwalk, on the right if facing beach, in a sideboard of walkway, approx 0.53ft above ground.",6.4,0.53,Coastal,29482.0,2,-0.6787425752254221,2.0,3,0.895
2871,32.78784,-79.84935,32.78784,-79.84935,Matthew October 2016,SC,Charleston County,16874,,6.4,2.0,Riverine,29464.0,6,-0.011219117506554367,2.0,9,1.016
2872,35.210115,-75.699761,35.210115,-75.699761,Matthew October 2016,NC,Dare County,16875,,3.8,0.65,Coastal,27943.0,3,-0.6242508643912289,0.0,0,2.58
2873,35.24695999999999,-75.61299,35.24695999999999,-75.61299,Matthew October 2016,NC,Dare County,16876,"Seed line on wall to the right-most bay, outside office on the east end of the building",6.3,1.4,Coastal,27936.0,5,-0.28367767167752084,1.0,3,1.6328571428571428
2874,34.038483,-77.94429000000002,34.038483,-77.94429000000002,Matthew October 2016,NC,Brunswick County,16877,back of property of state park,5.4,0.0,Coastal,28479.0,0,-0.9194142980764425,1.0,,0.0
2875,35.22902,-75.63368,35.22902,-75.63368,Matthew October 2016,NC,Dare County,16878,Seed line on side glass window adjacent to front door into restaurant...transferred to back of left banister post on steps onto front porch into restaurant,6.8,1.15,Coastal,27936.0,4,-0.39720206924875684,2.0,1,1.6328571428571428
2876,35.20861,-75.69806,35.20861,-75.69806,Matthew October 2016,NC,Dare County,16879,,6.2,2.2,Coastal,27943.0,6,0.07960040055043453,1.0,3,2.58
2877,35.21361599999999,-75.695525,35.21361599999999,-75.695525,Matthew October 2016,NC,Dare County,16880,,6.3,4.0,Coastal,27943.0,8,0.8969760630633338,1.0,8,2.58
2878,33.91583,-78.39471999999998,33.91583,-78.39471999999998,Matthew October 2016,NC,Brunswick County,16881,Transferred from inside of garage to West frame of eastern garage door.,6.9,1.42,Coastal,28470.0,5,-0.27459571987182196,2.0,4,1.5066666666666666
2879,35.22009,-75.69058000000003,35.22009,-75.69058000000003,Matthew October 2016,NC,Dare County,16882,"Seed line on exterior cinder block wall on right side of building, inside of fenced storage area, to right at top of entrance ramp into storage area",6.3,2.6,Coastal,27943.0,7,0.26123943666441213,1.0,5,2.58
2880,35.22015,-75.69028,35.22015,-75.69028,Matthew October 2016,NC,Dare County,16883,"Seed line on front exterior wall of old historic Hatteras Weather Station (Outer Banks Visitors' Bureau, on right side of steps going into front of building",6.5,3.3,Coastal,27943.0,7,0.5791077498638728,2.0,7,2.58
2881,35.22535999999999,-75.68285999999998,35.22535999999999,-75.68285999999998,Matthew October 2016,NC,Dare County,16884,"Seed line on 2x4 wall stud, inside barn on left wall just inside the left-most door into storage barn structure",,1.49,Coastal,27943.0,5,-0.24280888855187585,,1,2.58
2882,35.22486,-75.68259,35.22486,-75.68259,Matthew October 2016,NC,Dare County,16885,"Seed line on south exterior wall of residence, HWM set on SW corner board",6.0,4.41,Coastal,27943.0,8,1.083156075080161,1.0,9,2.58
2883,35.21849,-75.6954,35.21849,-75.6954,Matthew October 2016,NC,Dare County,16886,"Seed line on exterior wall in the storage area underneath the Village Marnia, located on the west side of the building",6.4,3.72,Coastal,27943.0,8,0.7698287377835495,2.0,7,2.58
2884,35.2147,-75.69153,35.2147,-75.69153,Matthew October 2016,NC,Dare County,16887,Inside seed line on rear glass storm door transferred outside to right door jam (on rear deck),6.3,2.33,Coastal,27943.0,6,0.1386330872874772,1.0,3,2.58
2885,35.21078,-75.69399,35.21078,-75.69399,Matthew October 2016,NC,Dare County,16888,"Seed line on right door jam of door (facing Sea View Drive), next to pool area to right of door",6.0,1.85,Coastal,27943.0,6,-0.07933375604929593,1.0,2,2.58
2886,34.04028,-77.88866999999998,34.04028,-77.88866999999998,Matthew October 2016,NC,New Hanover County,16891,"Nail with USGS survey disc set horizontally in signpost. Immediately North is a sign ""600 Seagull"" on fence post/ dunes.",12.0,0.8,Coastal,28428.0,3,-0.5561362258484872,6.0,5,0.6699999999999999
2887,34.07519,-77.88686,34.07519,-77.88686,Matthew October 2016,NC,New Hanover County,16892,Rebar driven into ground with head at elevation on HWM. Flagged with paint and flagging behind cedar tree.,4.9,0.0,Coastal,28409.0,0,-0.9194142980764425,0.0,0,0.468125
2888,34.06922,-77.87706,34.06922,-77.87706,Matthew October 2016,NC,New Hanover County,16893,Rebar in ground marked with flagging and paint.,,0.0,Coastal,28409.0,0,-0.9194142980764425,,0,0.468125
2889,34.07678,-77.87841999999998,34.07678,-77.87841999999998,Matthew October 2016,NC,New Hanover County,16894,Rebar driven into ground marked with flagging and paint.,5.6,0.0,Coastal,28409.0,0,-0.9194142980764425,1.0,0,0.468125
2890,34.07625,-77.87875,34.07625,-77.87875,Matthew October 2016,NC,New Hanover County,16895,Rebar driven vertically in ground. Top of rebar at HWM elevation.,4.6,0.0,Coastal,28409.0,0,-0.9194142980764425,0.0,0,0.468125
2891,34.05331,-77.88292,34.05331,-77.88292,Matthew October 2016,NC,New Hanover County,16896,Rebar driven in ground behind Big boulders marked with flagging and paint.,8.2,0.0,Coastal,28428.0,0,-0.9194142980764425,5.0,0,0.6699999999999999
2892,34.04672,-77.88589,34.04672,-77.88589,Matthew October 2016,NC,New Hanover County,16897,Nail set horizontally in sign post marked with USGS survey disk and flagging.,13.7,0.6,Coastal,28428.0,3,-0.646955743905476,6.0,2,0.6699999999999999
2893,33.80941,-78.69494,33.80941,-78.69494,Matthew October 2016,SC,Horry County,16898,NORTH OF WALKWAY LEADING TO OCEAN FROM POOL DEACK FROM HOTEL. ON BOTTOM LIP OF TOPPER TO RETAINING WALL. NEXT TO  ORANGE FLAGGING.,10.1,0.93,Coastal,29582.0,4,-0.49710353911144445,6.0,5,1.0013333333333334
2894,32.39324000000001,-80.704176,32.39324000000001,-80.704176,Matthew October 2016,SC,Beaufort County,16900,behind 2 Riverfront Place on top of bank in backyard near middle of yerd near Shrubbery,7.566,0.0,Riverine,29902.0,0,-0.9194142980764425,4.0,0,0.16666666666666666
2895,35.903744,-75.66976,35.903744,-75.66976,Matthew October 2016,NC,Dare County,16901,Stake in back yard of 118 Grenville St. About 12 ft from back porch. 6 ft from hedges.,4.2,0.0,Coastal,27954.0,0,-0.9194142980764425,0.0,0,0.6
2896,29.7692102,-81.25404057,29.7692102,-81.25404057,Matthew October 2016,FL,St. Johns County,16902,"seed line across south side of home, 2nd building behind main house, approx. 2.4 ft from land, approx 3.83 from eaves",7.8610000000000015,2.4,Coastal,32080.0,7,0.17041991860742323,4.0,8,1.4254285714285717
2897,29.7734821,-81.25693096,29.7734821,-81.25693096,Matthew October 2016,FL,St. Johns County,16904,seed line along privacy fence,7.937,0.85,Coastal,32080.0,3,-0.53343134633424,4.0,2,1.4254285714285717
2898,34.552503,-77.365998,34.552503,-77.365998,Matthew October 2016,NC,Onslow County,16905,Debris line is located on the first closet door on the outside of the fish house ~60 ft from the back of the house. The HWM line is marked on the door frame and designated with orange flagging on the door latch; nail and high water mark tag on the door frame.,3.3,0.64,Coastal,28460.0,3,-0.6287918402940782,0.0,4,0.309375
2899,32.414167,-80.699354,32.414167,-80.699354,Matthew October 2016,SC,Beaufort County,16906,behind house at 361 Cottage Farm Drive near water. Private neighborhood dock is next to HWM,7.467,0.0,Riverine,29902.0,0,-0.9194142980764425,3.0,0,0.16666666666666666
2900,29.79239424,-81.26241263,29.79239424,-81.26241263,Matthew October 2016,FL,St. Johns County,16907,seed line on SS face of house near SE corner,7.71,0.85,Coastal,32080.0,3,-0.53343134633424,4.0,2,1.4254285714285717
2901,35.923115,-75.6663,35.923115,-75.6663,Matthew October 2016,NC,Dare County,16908,Good seedline. Nail with green washer on north side of old wooden shed along Mother Vineyard Rd. about 100 ft south of small boat ramp.,3.5,1.9,Coastal,27954.0,6,-0.05662887653504881,0.0,6,0.6
2902,33.038037,-79.561673,33.038037,-79.561673,Matthew October 2016,SC,Charleston County,16909,Stake in ground with flagging.  200 ' right of boat ramp at Buck Hall Rec. area.  Seed/debris line.,,0.0,Coastal,29458.0,0,-0.9194142980764425,,,0.0
2903,32.435982,-80.69575,32.435982,-80.69575,Matthew October 2016,SC,Beaufort County,16910,shed in front yard. Stake in front of sharpiee mark on shed baseboard,7.477,0.4,Riverine,29902.0,2,-0.7377752619624649,3.0,1,0.16666666666666666
2904,34.6806275,-77.06514736,34.6806275,-77.06514736,Matthew October 2016,NC,Carteret County,16911,"Cape Carteret Boat Launch at the end of Manatee Street, Cape Carteret, NC. At the intersection of Bogue and Manatee.",2.5,1.12,Coastal,28584.0,4,-0.4108249969573051,0.0,3,0.2392857142857143
2905,29.693675800000005,-81.2267257,29.693675800000005,-81.2267257,Matthew October 2016,FL,St. Johns County,16912,seed line on southern side of wall of 9175 June Ln. near back of house.,6.968,0.73,Coastal,32080.0,3,-0.5879230571684333,3.0,2,1.4254285714285717
2906,29.79895337,-81.27038906,29.79895337,-81.27038906,Matthew October 2016,FL,St. Johns County,16913,Gate entrance to Grand Oaks Estate Subdivision. Seed line along front entrance. 6 ft gate wall looking into subdivision entrance. Right of first pillar from the left side looking in,6.327000000000001,0.52,Coastal,32080.0,2,-0.6832835511282715,1.0,1,1.4254285714285717
2908,33.930153000000004,-78.22126,33.930153000000004,-78.22126,Matthew October 2016,NC,Brunswick County,16916,"stake with pink flagging behind clubhouse (currently under construction) About 25 ft down from golf cart path, 10 ft up from dock.",6.0,0.0,Coastal,28462.0,0,-0.9194142980764425,1.0,0,0.6866666666666666
2909,33.81698,-78.67541999999997,33.81698,-78.67541999999997,Matthew October 2016,SC,Horry County,16917,NORTH  EAST SIDE OF RETAINING WALL ON OCEN SIDE OF HOTEL. 20' SOUTH FROM END OF WALL ON 4TH TIMBER. SLIGHTLY UNDER THE TOP LIP,10.0,0.59,Coastal,29582.0,2,-0.6514967198083256,6.0,2,1.0013333333333334
2910,29.7009358,-81.2287353,29.7009358,-81.2287353,Matthew October 2016,FL,St. Johns County,16919,"seed line on SW wall oh house, stake outside of garage door with marker",7.99,1.09,Coastal,32080.0,4,-0.4244479246658534,4.0,3,1.4254285714285717
2911,34.66560867,-77.06318759,34.66560867,-77.06318759,Matthew October 2016,NC,Carteret County,16922,South end (Emerald Isle side) of bridge crossing inter coastal waterway. HWM is ~400 feet to the south of the bridge abutment.,2.6,0.91,Coastal,28594.0,4,-0.5061854909171434,0.0,6,0.7628571428571428
2912,35.93309,-75.72610999999998,35.93309,-75.72610999999998,Matthew October 2016,NC,Dare County,16924,,4.2,0.0,Coastal,27954.0,0,-0.9194142980764425,0.0,0,0.6
2913,34.504355,-77.394144,34.504355,-77.394144,Matthew October 2016,NC,Onslow County,16926,The HWM/debris line is located on the vertical support beam on the N/NW facing side of the house. It is the third support beam from the NW corner. The HWM is designated by a nail and flagging.,7.0,1.32,Coastal,28460.0,5,-0.32000547890031633,3.0,5,0.309375
2914,34.506315,-77.391145,34.506315,-77.391145,Matthew October 2016,NC,Onslow County,16928,"The HWM is located on the staircase banister on the S/SW side of the house. It is on the outer left side of the banister and is designated with a nail, HWM tag, and flagging.",3.2,0.33,Coastal,28460.0,2,-0.7695620932824109,0.0,2,0.309375
2915,33.367471,-79.28537,33.367471,-79.28537,Matthew October 2016,SC,Georgetown County,16930,"On back of building at 909 Front Street in Georgetown, SC",5.7,2.31,Riverine,29440.0,6,0.12955113548177832,1.0,7,1.284594594594595
2916,29.7195083,-81.2358951,29.7195083,-81.2358951,Matthew October 2016,FL,St. Johns County,16931,seed line on southern post of KIOSK on walking trail for the Fort Matanzas overlook trail just past the driving path.,7.717,1.6,Coastal,32080.0,5,-0.19285815362053196,4.0,6,1.4254285714285717
2917,34.514835,-77.37290899999998,34.514835,-77.37290899999998,Matthew October 2016,NC,Onslow County,16933,The HWM is located on the right front banister of the staircase leading to the front door.,3.2,0.29,Coastal,28460.0,1,-0.7877259968938087,0.0,1,0.309375
2918,33.357765,-79.278777,33.357765,-79.278777,Matthew October 2016,SC,Georgetown County,16935,In dugout to baseball field 5 in Morgan Park (dugout on 3rd baseline),7.1,0.2,Riverine,29440.0,1,-0.8285947800194537,3.0,0,1.284594594594595
2919,33.370037,-79.2688199,33.370037,-79.2688199,Matthew October 2016,SC,Georgetown County,16936,Seed line in shell recycling pen near small foot bridge upstream of US 17 bridge,5.5,0.59,Riverine,29440.0,2,-0.6514967198083256,1.0,2,1.284594594594595
2920,35.92191,-75.71386,35.92191,-75.71386,Matthew October 2016,NC,Dare County,16937,Seed line on underside of clump of broken off trees.. South side of backyard,3.1,0.7,Coastal,27954.0,3,-0.6015459848769816,0.0,4,0.6
2921,34.64680107,-77.09840722,34.64680107,-77.09840722,Matthew October 2016,NC,Carteret County,16938,"NW point of Emerald Isle, Sound side, in front of house at 113 Bogue Court.",3.9,0.46,Coastal,28594.0,2,-0.7105294065453682,0.0,4,0.7628571428571428
2922,33.078906,-79.457854,33.078906,-79.457854,Matthew October 2016,SC,Charleston County,16939,Back yard of home just right of the beginning of the pier walk way.,,0.0,Coastal,29458.0,0,-0.9194142980764425,,,0.0
2923,29.80911403,-81.27171340000002,29.80911403,-81.27171340000002,Matthew October 2016,FL,St. Johns County,16940,"Surfwind and Hidden Harbor Estates. Seed line on eastern side of house, stake on NE corner of the house",6.526,1.2,Coastal,32080.0,4,-0.37449718973450963,2.0,4,1.4254285714285717
2924,35.90699,-75.69524,35.90699,-75.695724,Matthew October 2016,NC,Dare County,16941,Seedline in 6 inch tree. About 35 ft east of concrete bridge. East side of ditch about 6 ft from where it meets canal.,2.9,0.5,Coastal,27954.0,2,-0.6923655029339705,0.0,1,0.6
2925,33.684591999999995,-78.886167,33.684591999999995,-78.886167,Matthew October 2016,SC,Horry County,16944,"North(Right) of the 2nd Avenue Fishing Pier(Restaurant & Bar) parking lot is an open lawn and the plastic housing for a water shut off valve, to the right of the housing is a HWM wooden stake with survey tape marking the debris line.",9.6,0.26,Coastal,29577.0,1,-0.8013489246023571,5.0,1,0.676470588235294
2926,29.8551875,-81.26910040000001,29.8551875,-81.26910040000001,Matthew October 2016,FL,St. Johns County,16946,"seed line on wooden stairs in carport, black square on cement portion on 6 ft side of stairs facing door",6.87,0.57,Coastal,32080.0,2,-0.6605786716140245,2.0,1,1.4254285714285717
2927,33.827437,-78.643612,33.827437,-78.643612,Matthew October 2016,SC,Horry County,16948,"Debris line on south side of building at intersection of building and deck area (in alley).  Measured HWM to top of deck.  HWM is behind dunes, possibly lower than crest.",,0.34,Coastal,29582.0,2,-0.7650211173795615,,0,1.0013333333333334
2928,33.690601,-78.880333,33.690601,-78.880333,Matthew October 2016,SC,Horry County,16949,"After parking and walking towards the boardwalk there is a beach access, walk down the right side of the stairs to the beach, and turn right following the boardwalk structure back to the corner where the stairs and boardwalk foundation meet. The HWM is marked by a nail and survey tape.1",11.2,0.47,Coastal,29577.0,2,-0.7059884306425188,6.0,3,0.676470588235294
2929,29.77770354,-81.25639809,29.77770354,-81.25639809,Matthew October 2016,FL,St. Johns County,16950,"Seed line in porch alcove right of unit #1 when facing A9 building, black mark on cement in A9 building",7.864,2.13,Coastal,32080.0,6,0.047813569230488316,4.0,7,1.4254285714285717
2930,33.69673,-78.87376,33.69673,-78.87376,Matthew October 2016,SC,Horry County,16951,The HWM is located underneath the boardwalk/beach access on a 4x4 support beam on the left side of the boardwalk as you walk out onto the beach turn left and walk up the dune approx. 30ft. The boardwalk is in front of the Driftwood Lodge,10.6,0.35,Coastal,29577.0,2,-0.7604801414767121,6.0,2,0.676470588235294
2931,30.2606,-81.3826,30.2606,-81.3826,Matthew October 2016,FL,Duval County,16952,Discoloration on plastic pool pump enclosure,11.931,1.495,Coastal,32250.0,5,-0.24053840060045106,6.0,8,0.856111111111111
